keyword,doc_id,Frecuencia
cluster,2041,1
computation of,2041,1
computational,2041,1
interface,2041,2
multiprocessor systems,2041,2
numerical solution,2041,1
parallelization,2041,1
processors,2041,1
concerns,2130,1
generalized control problems,2130,1
linear inequalities,2130,1
linear interval system,2130,2
linear interval systems,2130,1
minimal synchronizing sequence,2130,1
real numbers,2130,1
synchronizing experiments,2130,1
without exact information,2130,1
decoupled discrete time pole placement design method,290,1
integrated gimbal structure,290,1
mems applications,290,1
prototype microactuator,290,1
resonance mode,290,2
resonance mode variations,290,1
servo systems,290,1
deceptively simple techniques,226,1
klez worm,226,1
known,226,1
one,226,1
online masquerade,226,1
recent,226,1
vulnerabilities,226,1
airy stress function method,1950,1
beam,1950,1
blocking,1950,1
cantilever,1950,5
density distribution profile,1950,1
density functionally gradient,1950,2
density functionally gradient piezoelectric cantilever,1950,2
general solution,1950,5
given,1950,1
induction functions,1950,1
inverse method,1950,1
piezoelectric cantilever,1950,4
piezoelectric cantilever actuator,1950,1
piezoelectric material,1950,1
plane strain theory,1950,1
polynomials,1950,1
tip deflection,1950,1
transversely isotropic bodies,1950,1
available,311,1
design process,311,2
ia,311,4
ia design,311,1
inductive design process,311,1
inductive partly,311,1
inductive process,311,1
information architecture,311,2
internal theory,311,2
lacks,311,1
partly,311,2
remains inductive,311,1
representational framework,311,1
supports emergent phenomena,311,1
user attributes,311,1
user experiences,311,1
100,2019,1
average error rate,2019,1
chrominance,2019,1
combined probability map,2019,1
convex hull,2019,1
detection,2019,2
edge map,2019,1
edge pixel,2019,2
erroneous scene analysis,2019,1
geometry domains,2019,1
gradient density,2019,1
high scss,2019,1
inaccurate,2019,1
input image,2019,1
large vehicles,2019,1
lighting conditions,2019,1
lowest error rate,2019,1
luminance,2019,1
monocular color traffic image sequences,2019,2
moving cast shadow,2019,3
moving vehicles,2019,1
roadside,2019,1
robust segmentation,2019,1
shadow confidence score,2019,1
stationary background,2019,1
vehicle images,2019,1
vehicle region,2019,1
vehicle segmentation,2019,1
vehicle sizes,2019,1
viewing angles,2019,1
analytic machinery,2069,1
authority structures,2069,1
circular structures,2069,1
collective choice procedures,2069,1
firms requires,2069,1
hierarchical organization,2069,1
mild restrictions,2069,1
mix hierarchy,2069,1
nature of control,2069,1
organization,2069,4
organizational structures,2069,1
superiors,2069,1
ultimate controller,2069,1
business models,236,1
document servers,236,1
elsevier science,236,1
information,236,2
kluwer academic,236,1
licensing,236,2
major publishers,236,1
national agreements,236,1
netherlands,236,2
research publications,236,1
scientific information,236,1
university libraries,236,1
web,236,1
economics,1959,1
markets,1959,1
quantum game theory,1959,1
quantum market games,1959,1
binary relation,360,4
binary relations,360,1
corresponding,360,1
interval order,360,1
inversely proportional,360,1
multiplicative,360,2
multiplicative error function,360,1
numerical function,360,2
numerical representation,360,1
semiorder,360,2
cs atoms,1951,1
gaussian states,1951,1
mapping procedure,1951,1
quadrature phase observables,1951,1
quadrature phase operators,1951,1
quantum memory,1951,2
quantum state,1951,1
recording quantum properties,1951,1
road towards complete,1951,1
sensitivity,1951,2
squeezed states,1951,1
affinity,198,1
artificial neural network,198,1
background,198,1
computational capacity,198,1
computational properties,198,1
continuous curves,198,1
critical,198,3
critical capacity,198,2
critical capacity alpha,198,1
discrimination task,198,1
distribution model,198,1
linear separability,198,2
numerical,198,1
odorant,198,5
odorant concentrations,198,1
odorant discriminator,198,1
odorants,198,1
olfaction,198,1
olfactory bulb,198,2
outputs converge,198,1
p/sub c/,198,2
probabilistic receptor,198,1
problem we,198,1
processing elements,198,1
quantitative analysis,198,1
sensory neurons,198,1
single processing linear threshold element,198,1
correctness,249,1
currently simplest,249,1
elementary step,249,2
expected length,249,1
randomized,249,2
randomized algorithm,249,1
reset takes,249,1
corporate crisis management,2149,1
firewall log,2149,1
logical steps,2149,1
management,2149,4
point problem,2149,1
security crisis,2149,3
security crisis management,2149,2
security crisis management,2149,2
security event,2149,3
generator control systems,1981,1
high effectiveness,1981,1
improving,1981,1
optimal linear control,1981,1
power system,1981,1
pss design enabling,1981,1
stability,1981,1
stabilizer design,1981,1
synchronous generator,1981,2
turbine,1981,2
turbine controller,1981,1
broadcasting technology,223,1
broadcasts keep staff,223,1
chief,223,1
corporate intranets,223,1
explains,223,1
hawkins,223,1
intranets,223,2
media specialist,223,1
twofourtv,223,1
constructive class,2141,1
control,2141,4
demonstrated,2141,1
desired matrix transfer functions,2141,1
entire,2141,1
interrelated,2141,1
matrix equations defining,2141,1
multivariable linear systems,2141,1
nonzero initial conditions,2141,1
plant state,2141,1
posed problems,2141,1
reduced observer,2141,3
state vector,2141,1
system embedding,2141,2
system embedding technology,2141,1
alienation,244,1
cites,244,1
economics,244,1
electronic,244,3
electronic publishing,244,1
electronic scholarly communication environment,244,1
important information policy,244,1
libraries,244,2
presents,244,1
presses,244,1
research libraries,244,1
scholarly publishers,244,1
university,244,2
university press/research library relationship,244,1
314,273,1
90th percentile values,273,1
bioavailability,273,1
biological activity,273,1
cmc,273,1
data sets,273,2
descriptor,273,7
descriptors,273,5
diversity analyses,273,1
library design,273,1
molecular descriptors,273,2
molecular properties,273,1
molecular topology,273,1
nci,273,1
outlier filtering,273,1
properties across,273,1
publicly,273,1
scaling functions,273,1
similarity,273,1
topology descriptors,273,1
topology spaces,273,1
universal chemical,273,1
accurate modeling,397,1
asymptotic waveform evaluation,397,1
awe,397,2
bounded domain,397,1
circuit simulator,397,1
currents,397,1
derivation,397,1
differential quadrature methods,397,1
discrete models,397,1
dqm,397,8
dqm approximation,397,1
dqm requires,397,1
frequency domain,397,1
global sampling,397,1
interconnects,397,1
lossy nonuniform transmission lines,397,1
lossy uniform,397,1
moment generation,397,1
moment matching,397,1
multiport models whose port voltages,397,1
nonuniform transmission lines,397,2
numerical approximation technique,397,1
numerical methods,397,1
pade approximation,397,1
partial differential equations,397,1
rational approximation,397,1
rational formulas,397,1
rationalization,397,1
solvable algebraic equations,397,1
transcendental functions,397,1
transmission lines,397,4
unlike,397,1
using,397,2
weighted linear sum,397,1
archival,264,7
archival imagination,264,3
archival management,264,1
archival profession,264,1
archival theory,264,1
archivist,264,4
archivists,264,2
bearman,264,6
berated,264,1
criticized,264,1
electronic records,264,1
graduate archival education,264,1
imagination,264,4
inclusion,264,1
record keeping,264,1
revisited,264,1
animal,2181,1
automated advice,2181,1
body mass index,2181,1
fasting,2181,1
gathers data,2181,1
health assessment,2181,2
health assessment sheet,2181,1
health checkup data,2181,2
health guidance support system,2181,1
high risk group,2181,1
intake,2181,2
lifestyle adjustment based,2181,1
lifestyle improvement,2181,3
liver function tests,2181,1
medical examination,2181,1
objective,2181,1
oral hygiene,2181,1
questionnaire,2181,1
regarding weight gain,2181,1
sleep,2181,1
smoking,2181,1
triglycerides,2181,1
uric,2181,1
25 acetylcholinesterase hydrolysis,274,1
chemistry synthesis,274,1
enzymatic,274,1
esters,274,1
fragmental,274,2
fragmental volume descriptors,274,1
hydrophobicity descriptors,274,1
local interactions,274,1
mapping,274,1
medicinal,274,1
mtd,274,8
mtd hypermolecule,274,1
mtd method,274,2
mtd models,274,1
occupancy/nonoccupancy interpretation,274,1
pls variant,274,1
q/sup,274,1
experimental,277,4
linear extensions,277,3
model,277,5
noninvestigated compounds,277,1
operationally simple method,277,1
partial order based qsars,277,1
partial ordering combined,277,1
pot,277,2
probability distribution curves,277,1
relationship modeling,277,1
structural and/or electronic descriptors,277,1
tool,277,1
archival,259,5
archival descriptive data,259,1
archival information systems,259,2
bolts,259,1
collective data,259,1
data,259,5
description practices,259,1
descriptive standards,259,1
implementing,259,1
international standard archival,259,1
legacy data,259,2
mediated access tool,259,1
online,259,1
profession,259,1
unmediated settings,259,1
virtual collections,259,1
austria,2178,1
biotechnology,2178,1
engineering developments,2178,1
global problems,2178,1
global solutions,2178,1
health,2178,3
health care,2178,1
health informatics,2178,1
human genetics,2178,1
implantable pacemaker/defibrillator devices,2178,1
information,2178,3
information systems,2178,1
innsbruck,2178,1
intellectual property rights inherent,2178,1
mathematical modeling,2178,1
medical data privacy,2178,1
medical informatics research,2178,1
medicine,2178,3
molecular biology,2178,1
private universitat fur,2178,1
radiant imaging methods,2178,1
technik,2178,1
technology,2178,4
technology tyrol,2178,1
tyrol,2178,2
functionals,2026,3
image restoration,2026,2
iterative algorithm,2026,1
its convergence,2026,1
kurtosis,2026,1
lmf,2026,3
lmf functionals,2026,1
noise distribution,2026,1
of noise,2026,1
partially restored image,2026,1
regularization parameters,2026,1
smoothing functional,2026,3
smoothing functionals,2026,1
unique minimizer exists,2026,1
accounting,327,1
assess,327,4
computer after,327,1
given,327,1
human judgments,327,3
latent semantic analysis,327,2
lsa,327,5
lsa indicates,327,1
prior,327,2
reader strategies,327,2
reading strategies,327,1
sert,327,6
sert practice,327,1
sert strategies,327,1
students,327,5
teaches,327,1
verbal protocols,327,1
whereas students,327,1
world,327,3
world knowledge,327,2
anr headset,292,1
anr systems,292,1
broadband noise reduction,292,1
consumer audio,292,1
earshell headband,292,1
earshell using,292,1
earshell vibration,292,3
earshell vibration control,292,2
experimental data,292,1
external noise,292,1
high frequencies,292,1
inertial mass,292,1
laboratory headset showed,292,1
noise reduction,292,2
passive attenuation,292,1
piezoelectric actuators provide,292,1
robust feedback controller,292,1
user,292,1
velocity feedback control showed,292,1
chat,2196,7
contextual cues,2196,1
contextual information,2196,2
electronic communication,2196,3
person's,2196,1
potential semantic conflicts,2196,1
potentially,2196,1
reducing,2196,1
semantic conflicts,2196,2
slower response,2196,1
somebody,2196,1
urgent activity,2196,1
alternative,2031,1
bayes formula,2031,1
bayesian formulation,2031,1
criterion,2031,1
exhaustive search method,2031,1
image histogram,2031,1
maximizing entropy,2031,1
maximum entropy principle,2031,2
optimal threshold determination,2031,2
parabola concave,2031,1
parabola convex,2031,1
precision on,2031,1
searching algorithm,2031,1
speeding,2031,1
convenience,2030,1
data processing,2030,1
detected hologram,2030,1
digital holography,2030,2
discrete fresnel integral,2030,1
higher accuracy,2030,1
hologram itself,2030,1
laplacian,2030,1
numerical reconstruction,2030,1
reconstructed image,2030,2
beachhead,206,1
communal infrastructure,206,1
ia journal,206,1
information architecture,206,3
local professional groups,206,1
practicing information architects,206,1
thousands,206,1
vibrant,206,1
abb,2158,1
automation,2158,1
automotive industry,2158,1
competitive,2158,1
manufacturing efficiency,2158,1
press,2158,3
press shops,2158,1
shop,2158,4
shops,2158,2
software solutions,2158,1
supply chain,2158,1
world,2158,1
gateway interface,324,1
graduate students,324,1
ip,324,4
java,324,1
netcloak,324,4
netcloak uses,324,1
participant's browser,324,1
perl,324,1
prior training,324,1
probability estimation,324,1
programming languages,324,1
quality control,324,1
random assignment,324,1
web server,324,1
applying color constancy,1994,1
chromaticity,1994,2
color,1994,7
comprehensive set,1994,1
computational color constancy algorithms,1994,2
constancy algorithms,1994,2
finlayson et,1994,2
gray world methods,1994,1
http,1994,2
image chromaticity statistics,1994,1
image data,1994,3
implementations,1994,1
input data statistics,1994,1
leading computational color,1994,1
neural net algorithm,1994,1
online,1994,1
performance,1994,4
pixel intensity,1994,1
preprocessing strategies,1994,1
real images,1994,1
retinex method,1994,1
computer users,2107,1
deindividuation,2107,2
group cohesion,2107,1
group identity,2107,2
group polarization,2107,1
group processes,2107,1
identifiability,2107,2
manipulated,2107,1
perceptions,2107,1
research,2107,2
social identity perspective,2107,1
social identity theory,2107,1
social psychological processes,2107,1
strength,2107,1
took,2107,1
underlying,2107,1
uninhibited behavior cited,2107,1
balance,1958,1
bonds,1958,1
integral formalism,1958,1
martingale,1958,2
natural martingale,1958,2
path integral,1958,2
pricing,1958,2
truncated levy distributions,1958,2
computer programs,2167,1
consultation launched,2167,1
directive,2167,3
eu level,2167,1
european commission,2167,1
european national courts,2167,1
inventions,2167,2
national patent laws relating,2167,1
protection,2167,1
recognition,2167,1
sensible european legislation,2167,1
software,2167,2
total lack,2167,1
using,2167,1
dust,2057,1
edition,2057,1
factors,2057,3
fair market value,2057,1
fot,2057,1
information,2057,1
patterson study,2057,1
value,2057,2
appropriate,333,1
comparisons,333,1
control groups,333,1
experiment generators,333,3
experimental psychology,333,1
instructional,333,3
internet,333,1
laboratory science,333,1
learning outcomes,333,1
software,333,3
software programs,333,1
teacher,333,2
teaching psychology,333,1
correction,1932,1
evenness,1932,1
initial state,1932,1
linear equations,1932,1
mn locks,1932,1
modulo,1932,1
safe problem on,1932,1
occasionally,370,1
certain,370,2
citizens,370,1
commercial laws,370,1
consumer interests,370,1
enforcing,370,1
home,370,1
internet,370,3
internet activity,370,1
internet treaties,370,1
lawsuits,370,1
legal jurisdiction,370,1
libel,370,1
local jurisdictions,370,1
national governments,370,1
normal business activities,370,1
online activities,370,1
overseas,370,1
protecting,370,2
public order,370,1
real laws,370,1
service providers,370,1
sites,370,2
virtual borders,370,1
where material,370,1
boost converter,379,1
controller based system,379,1
duty ratio,379,1
employs,379,1
error signal,379,1
experimental data,379,1
feedforward loop,379,2
feedforward maximum power,379,2
feedforward maximum power point tracking,379,1
fuzzy controller,379,2
fuzzy feedforward peak power tracking effectiveness,379,1
instantaneous array voltage,379,1
interleaved boost,379,1
interleaved dual boost,379,1
mp point,379,2
neural network,379,2
proportional plus integral,379,1
pv applications,379,1
pv systems,379,1
reference voltage,379,2
simulation,379,1
solar cell array,379,1
tracking,379,4
voltage corresponding,379,1
accuracy,392,1
arterial blood pressure fluctuations,392,1
arterial pressure fluctuations,392,1
blood flow wavelet coefficients,392,1
complex dynamics,392,1
disjoint sets,392,1
flow recordings,392,1
frequency intervals,392,1
frequency ranges,392,2
hypertensive,392,8
hypertensive blood flow data,392,1
hypertensive condition,392,1
hypertensive rats,392,3
hypertensive recordings,392,1
kidney blood pressure/flow data,392,1
kidney level,392,1
mean,392,1
multiresolution wavelet transform,392,1
myogenic,392,4
normotensive,392,7
normotensive rats,392,1
rats,392,5
renal autoregulation,392,2
renal autoregulatory mechanisms,392,1
renal blood flow,392,2
renyi entropy,392,3
scale ranges corresponding,392,1
separation,392,2
spontaneous,392,3
spontaneous oscillations obtained,392,1
tgf frequency ranges,392,1
tgf mechanisms,392,2
tubuloglomerular feedback,392,1
anonymous signers,355,1
identity,355,4
society oriented scheme,355,1
verifier,355,1
bezout matrix identities,2127,1
class of solutions,2127,1
constructive system embedding,2127,1
descriptive examples,2127,1
euclidean algorithm,2127,1
generalizations,2127,1
polynomial equations,2127,2
solution depends,2127,1
culture,2148,1
firstly,2148,1
information,2148,8
information security policy,2148,5
information security policy,2148,5
information security standards,2148,2
international,2148,2
security controls,2148,1
degradation test,319,1
experimental cost,319,2
fluorescent lamps,319,1
highly reliable products,319,2
identification rule,319,2
inspection frequency,319,1
maximum probability,319,1
minimum probability,319,1
optimum test plan,319,1
product's degradation paths,319,1
reliability,319,2
resolution,319,1
sample size,319,1
satisfy,319,1
screening experiment,319,1
termination time,319,1
variables,319,1
wiener processes,319,1
1400,283,1
alien,283,7
alien rescue,283,7
business fields,283,1
cognitive support,283,1
cognitive tools,283,1
design,283,3
education,283,2
educational research,283,1
formative evaluation,283,1
hypermedia product,283,1
improvement of the program,283,1
innovative,283,1
integral,283,1
middle school science,283,1
middle schools,283,1
national science standards,283,1
pbl,283,3
research,283,4
research studies,283,1
science,283,4
sixth graders,283,2
space science,283,1
texas essential knowledge,283,1
angular velocity data gathered,2199,1
location recognition,2199,1
measured acceleration,2199,1
preselected locations,2199,1
walking behaviors,2199,1
wearable sensors,2199,2
archival programs,262,2
ead,262,6
ead adoption,262,1
ead programs,262,1
encoded archival description,262,1
funding,262,1
gathering data related,262,1
implementers,262,1
institutional goals,262,1
institutions,262,1
pilot survey,262,1
regular repository functions,262,1
staffing,262,1
survey conducted,262,1
amplifiers,404,2
cmos technology,404,1
g/f sense amplifier,404,1
index signal,404,1
l1,404,3
measured l1/l2,404,1
memory cell,404,2
swl,404,3
vlsi system applications,404,1
wlotc scheme,404,1
accounting,1967,1
andersen,1967,1
financial,1967,1
futures volatility,1967,1
logarithmic standard deviations,1967,2
market periodicities,1967,1
modeling,1967,1
periodicities,1967,2
pricing,1967,1
realized,1967,3
realized volatility,1967,2
reliable identification,1967,1
risk management,1967,1
singular spectrum analysis,1967,2
ssa,1967,3
ssa decomposes,1967,1
total variance,1967,1
transaction data,1967,1
volatility series,1967,1
customer,1972,2
distribution,1972,3
distribution channels,1972,1
dynamic pricing,1972,3
dynamic pricing model,1972,1
flexible system,1972,1
impact business models,1972,1
industry leaders,1972,1
information,1972,1
internet,1972,3
internet usage relied,1972,1
lodging industry,1972,2
lodging industry profit margins,1972,1
market pricing,1972,1
marketing,1972,1
online auctions,1972,2
