keyword,doc_id,Frecuencia
digital libraries,240,1
duke,240,1
economic model,240,1
joint electronic journal,240,1
management,240,1
mathematics,240,1
partnerships,240,1
project euclid,240,2
publisher,240,1
publishing,240,3
publishing initiative,240,1
research libraries,240,1
scholarly communication,240,2
university press,240,1
bayes information criterion,391,2
electroencephalogram,391,1
electromagnetic source analysis,391,2
empirical data,391,1
hotelling,391,2
magnetoencephalogram,391,1
model selection,391,2
model selection procedures,391,1
msp residual variance,391,1
msps,391,4
noise,391,2
noise settings,391,1
vefs,391,1
visual evoked fields,391,1
wald test,391,2
academic environment,2060,1
academic library,2060,2
acquisitions policies,2060,1
decisions,2060,3
department,2060,2
small academic library,2060,2
special collections,2060,2
abdelsalam,2189,1
app,2189,2
apps,2189,1
competition,2189,3
computer science courses,2189,1
design competitions,2189,2
engineering,2189,1
florida,2189,1
helal's,2189,1
mobile computing,2189,3
mobile computing design competitions,2189,1
motorola,2189,2
motorola smart phone,2189,1
classmates,414,2
communication link,414,1
education,414,1
electronic telecommunications,414,2
fostering interpersonal,414,2
fostering interpersonal relationships,414,2
instruction,414,1
instructor,414,3
instructor and,414,1
instructors,414,1
prospective,414,1
student attitudes,414,2
students,414,2
teachers enrolling,414,1
fixed ends,2126,1
optimal control,2126,4
optimal control switching,2126,1
smooth nonlinear control system,2126,1
net code,408,1
net obfuscation,408,1
net platform,408,1
fully functional obfuscator,408,1
intellectual property,408,1
microsoft,408,1
mixed il/native code assemblies,408,1
obfuscation,408,4
obfuscation options,408,1
obfuscator,408,5
renaming,408,1
reverse engineering,408,2
software development project,408,1
cluster,2041,1
computation,2041,2
computational example,2041,1
multiprocessor systems,2041,2
numerical solution,2041,1
parallelization,2041,1
processors,2041,1
simulation,2041,1
concerns generalized control problems without exact information,2130,1
linear inequalities,2130,1
linear interval system,2130,2
linear interval systems,2130,1
real numbers,2130,1
synchronizing experiments,2130,1
synchronizing sequence,2130,1
computer disk drive,290,1
decoupled,290,2
decoupled discrete time pole placement design method,290,1
design,290,3
fabrication,290,1
integrated gimbal structure,290,1
mems applications,290,1
microactuator,290,2
prototype microactuator,290,1
resonance mode,290,2
computer,226,1
deceptively,226,1
klez worm,226,1
online masquerade,226,1
vulnerabilities,226,1
airy stress function method,1950,1
blocking,1950,1
cantilever under,1950,1
density distribution profile,1950,1
density functionally gradient,1950,2
engineering,1950,1
general,1950,5
given piezoelectric material,1950,1
induction functions,1950,1
inverse method,1950,1
loading conditions,1950,1
piezoelectric cantilever,1950,4
piezoelectric cantilever actuator,1950,1
plane strain theory,1950,1
polynomials,1950,1
stress,1950,2
tip deflection,1950,1
transversely isotropic bodies,1950,1
design activities,311,1
design components,311,1
design problem,311,2
design process,311,2
emergent phenomena,311,1
ia,311,4
ia design,311,1
inductive design process,311,1
inductive partly,311,1
inductive process,311,1
information architecture,311,2
information architecture without,311,1
internal theory,311,2
process,311,4
remains inductive,311,1
representational framework,311,1
100,2019,1
accurate scene analysis using,2019,1
average error rate,2019,1
cast shadow,2019,5
chrominance,2019,1
cloudy,2019,1
colors,2019,1
combined probability map,2019,1
convex hull,2019,1
edge map,2019,1
edge pixel,2019,2
erroneous scene analysis,2019,1
geometry domains,2019,1
gradient density,2019,1
high scss,2019,1
inaccurate,2019,1
input image,2019,1
lighting conditions,2019,1
lowest error rate,2019,1
luminance,2019,1
medium,2019,1
monocular color traffic image sequences,2019,2
moving cast shadow,2019,3
road,2019,2
roadside,2019,1
scss,2019,2
segmentation,2019,2
shadow confidence score,2019,1
stationary background,2019,1
sunny,2019,1
vehicle edge pixels,2019,1
vehicle images taken,2019,1
vehicle region based,2019,1
vehicle segmentation,2019,1
vehicle sizes,2019,1
viewing angles,2019,1
analytic machinery,2069,1
authority structures,2069,1
circular structures,2069,1
collective choice procedures,2069,1
control structures,2069,1
economic settings,2069,1
firms requires,2069,1
hierarchical organization,2069,1
intuitions,2069,1
mild restrictions,2069,1
mix,2069,1
organization,2069,4
organizational,2069,1
ultimate controller,2069,1
voting,2069,1
academic,236,1
business models,236,1
document servers,236,1
elsevier science,236,1
information,236,2
kluwer,236,1
licensing strategy,236,1
major publishers,236,1
national agreements,236,1
netherlands,236,2
new,236,2
research publications available,236,1
scientific information,236,1
university,236,2
university libraries,236,1
web,236,1
economics,1959,1
markets,1959,1
quantum game theory,1959,1
quantum market games,1959,1
binary relation,360,4
binary relations,360,1
interval order,360,1
multiplicative,360,2
multiplicative error function,360,1
numerical function,360,2
numerical representation,360,1
representation,360,2
semiorder,360,2
threshold,360,1
cs atoms,1951,1
gaussian states,1951,1
ground state spin,1951,1
mapping procedure,1951,1
photon/sec,1951,1
quadrature phase observables,1951,1
quadrature phase operators,1951,1
quantum memory,1951,2
quantum state of light onto,1951,1
recording quantum properties of light,1951,1
sensitivity,1951,2
squeezed states of,1951,1
vacuum,1951,1
artificial neural network,198,1
background,198,1
c//n,198,1
computational capacity,198,1
computational properties,198,1
continuous curves,198,1
critical,198,3
critical capacity,198,2
curves,198,2
discrimination,198,4
discrimination task,198,1
embedded,198,1
linear separability,198,2
odorant,198,5
odorant concentrations,198,1
odorant discriminator,198,1
odorants within,198,1
olfaction,198,1
olfactory bulb,198,2
outputs,198,1
probabilistic receptor affinity distribution model,198,1
quantitative analysis,198,1
sensory neurons,198,1
single processing linear threshold element,198,1
correctness,249,1
elementary step,249,2
elementary steps,249,1
expected length,249,1
explicit,249,1
randomized algorithm,249,1
reader atomic variables,249,1
reset,249,1
corporate crisis management,2149,1
firewall log,2149,1
logical steps,2149,1
management,2149,4
pervasive problems,2149,1
point problem,2149,1
security crisis,2149,3
security crisis management,2149,2
security event,2149,3
generator control systems,1981,1
high effectiveness,1981,1
low cost,1981,1
optimal linear control,1981,1
power system,1981,1
pss design enabling,1981,1
stability,1981,1
stabilizer design,1981,1
synchronous generator,1981,2
turbine,1981,2
turbine controller,1981,1
broadcasting technology,223,1
broadcasts keep staff,223,1
chief operating,223,1
corporate intranets,223,1
firms,223,1
hawkins,223,1
intranets,223,2
media specialist twofourtv,223,1
constructive class,2141,1
control,2141,4
control input,2141,1
desired matrix transfer functions,2141,1
matrix equations defining,2141,1
multivariable linear systems,2141,1
nonzero initial conditions,2141,1
plant state separately,2141,1
posed problems,2141,1
reduced observer,2141,3
state vector,2141,1
system embedding,2141,2
system embedding technology,2141,1
alienation,244,1
cites,244,1
collaboration,244,1
electronic publishing,244,1
electronic scholarly communication,244,2
electronic scholarly communication environment,244,1
information policy issues,244,1
joint efforts,244,1
libraries,244,2
presses,244,1
publishing,244,2
research libraries,244,1
scholarly publishers,244,1
symbiosis,244,1
university press/research library relationship,244,1
314,273,1
90th percentile values,273,1
bioavailability,273,1
biological activity,273,1
chemical information based scaling,273,1
chemical properties,273,1
common scale must,273,1
data sets,273,2
descriptor,273,7
descriptor boundaries,273,1
descriptors,273,5
diversity analyses,273,1
library design,273,1
meaningful scales,273,1
molecular descriptors,273,2
molecular properties,273,1
molecular topology,273,1
nci,273,1
outlier filtering,273,1
reasonable,273,1
scaling,273,4
scaling functions,273,1
similarity,273,1
topology descriptors,273,1
universal chemical scale,273,1
accurate modeling,397,1
asymptotic waveform evaluation,397,1
awe,397,2
bounded domain,397,1
currents,397,1
derivation mechanisms,397,1
differential quadrature method,397,2
differential quadrature methods,397,1
discrete models,397,1
disparate methods,397,1
dqm,397,8
dqm approximation,397,1
frequency domain,397,1
global sampling,397,1
grid,397,1
interconnects,397,1
lossy nonuniform transmission lines,397,1
lossy uniform,397,1
moment generation,397,1
moment matching,397,1
multiport models,397,1
nonuniform transmission lines,397,2
numerical approximation technique,397,1
numerical methods,397,1
pade approximation of,397,1
partial differential equations,397,1
points belonging,397,1
port voltages,397,1
rational approximation,397,1
rational formulas,397,1
rationalization process,397,1
solvable algebraic equations,397,1
transcendental functions,397,1
transmission lines,397,4
unlike awe,397,1
weighted linear sum,397,1
addresses,264,1
archival imagination,264,3
archival imagination evidenced,264,1
archival management,264,1
archival profession,264,1
archival theory,264,1
archivist,264,4
archivists,264,2
bearman,264,6
berated,264,1
electronic records,264,1
graduate archival education,264,1
record keeping,264,1
revisited,264,1
schellenberg,264,1
alcohol,2181,1
automated advice,2181,1
body,2181,1
cholesterol,2181,1
eating habits,2181,1
exercise,2181,1
gathers data,2181,1
health assessment,2181,2
health assessment sheet,2181,1
health checkup data,2181,2
health guidance support system,2181,1
high risk group,2181,1
intake,2181,2
life style related,2181,1
lifestyle,2181,5
lifestyle adjustment based,2181,1
lifestyle data,2181,1
lifestyle improvement,2181,3
liver function tests,2181,1
mass index,2181,1
medical examination,2181,1
oral hygiene,2181,1
questionnaire,2181,1
regarding weight gain,2181,1
resting blood pressure,2181,1
salt,2181,1
sleep,2181,1
smoking,2181,1
snacks,2181,1
sugar,2181,1
triglycerides,2181,1
uric,2181,1
acetylcholinesterase hydrolysis,274,1
chemically intuitive,274,1
chemistry synthesis,274,1
enzymatic acetic,274,1
esters hydrolysis,274,1
fragmental,274,2
fragmental volume descriptors,274,1
hydrophobicity descriptors,274,1
local contributions,274,1
local interactions,274,1
mapping,274,1
mtd,274,8
mtd hypermolecule,274,1
mtd method,274,2
mtd models,274,1
occupancy/nonoccupancy interpretation,274,1
oprea,274,1
pls variant,274,1
qsar environ,274,1
sar,274,2
zero,274,2
compounds,277,5
electronic descriptors,277,1
experimental order,277,2
linear extensions,277,3
methodology,277,1
modeled order,277,2
modeling,277,1
noninvestigated compounds,277,1
operationally,277,1
ordering,277,2
partial order based qsars,277,1
partial order theory,277,1
partial ordering combined,277,1
pot,277,2
predicting,277,1
prediction,277,1
probability distribution curves,277,1
solubility,277,1
structural and/or,277,1
archival descriptive data,259,1
archival information systems,259,2
archival literature,259,1
archivists,259,2
bolts,259,1
collective,259,1
data,259,5
date,259,1
description,259,2
descriptive standards,259,1
encode,259,1
idiosyncracies,259,1
international standard archival description,259,1
legacy data,259,2
mediated access tool,259,1
nuts,259,1
online archival information systems,259,1
unmediated settings,259,1
virtual collections,259,1
austria,2178,1
biotechnology,2178,1
engineering developments,2178,1
global problems,2178,1
global solutions,2178,1
health,2178,3
health care,2178,1
health informatics,2178,1
human body,2178,1
human genetics,2178,1
implantable pacemaker/defibrillator devices,2178,1
informatik,2178,1
information,2178,3
information systems,2178,1
information technology,2178,1
innsbruck,2178,1
intellectual property rights inherent,2178,1
mathematical modeling,2178,1
medical data privacy,2178,1
medical informatics research,2178,1
medicine,2178,3
medizinische,2178,1
molecular biology,2178,1
private universitat fur,2178,1
radiant imaging methods,2178,1
technik tirol/university,2178,1
technology,2178,4
technology tyrol,2178,1
tyrol,2178,2
convergence,2026,1
functionals,2026,3
image restoration,2026,2
iterative algorithm,2026,1
kurtosis,2026,1
least mean fourth,2026,1
least mean square,2026,1
lmf,2026,3
lmf functionals,2026,1
noise,2026,2
noise distribution,2026,1
partially restored image,2026,1
regularization parameters,2026,1
smoothing functional,2026,3
smoothing functionals,2026,1
unique minimizer exists,2026,1
bridging,327,1
compliant,327,1
computer,327,3
elaboration,327,1
human judgments,327,3
information provided,327,1
latent semantic analysis,327,2
lsa,327,5
lsa indicates,327,1
reader strategies,327,2
sert,327,6
sert practice,327,1
sert strategies,327,1
sert tended,327,2
students,327,5
teaches,327,1
verbal protocols,327,1
world knowledge,327,2
actuators,292,2
anr,292,3
anr headset,292,1
anr systems,292,1
aviation communication,292,1
broadband noise reduction,292,1
consumer audio,292,1
control simulations,292,1
earshell,292,5
earshell headband,292,1
earshell vibration,292,3
earshell vibration control,292,2
external noise,292,1
feedback controller,292,1
headsets,292,1
high frequencies,292,1
inertial mass,292,1
laboratory headset showed,292,1
noise control,292,1
noise reduction,292,2
passive attenuation,292,1
performance,292,2
piezoelectric actuators,292,1
velocity feedback control,292,1
vibration,292,4
conchat,2196,4
contextual cues,2196,1
contextual information,2196,2
electronic communication,2196,3
immediate surroundings,2196,1
person's context,2196,1
semantic conflicts,2196,2
slower response,2196,1
urgent activity,2196,1
bayes formula,2031,1
bayesian formulation,2031,1
efficient method,2031,1
exhaustive search method,2031,1
image histogram,2031,1
linear,2031,1
maximizing entropy,2031,1
maximum entropy principle,2031,2
optimal threshold determination,2031,2
parabola concave,2031,1
parabola convex,2031,1
precision,2031,2
searching algorithm,2031,1
speeding,2031,1
convenience,2030,1
data processing,2030,1
detected hologram,2030,1
digital holography,2030,2
discrete fresnel integral,2030,1
experimental requirements,2030,1
higher accuracy,2030,1
hologram itself,2030,1
image quality,2030,1
laplacian,2030,1
numerical reconstruction,2030,1
reconstructed,2030,2
reconstructed image,2030,2
resolution,2030,1
ahead,206,1
beachhead,206,1
communal infrastructure,206,1
ia,206,2
ia journal,206,1
information architects,206,1
information architecture,206,3
local professional groups,206,1
mislabeled,206,1
practicing,206,1
thousands,206,1
vibrant group,206,1
abb,2158,1
automation,2158,1
automotive industry,2158,1
integrated solutions,2158,1
manufacturing efficiency,2158,1
markets,2158,1
press shop,2158,3
press shops,2158,1
production,2158,1
shops,2158,2
software,2158,1
supply chain,2158,1
world,2158,1
cgi,324,3
gateway interface,324,1
graduate students,324,1
inconsistencies,324,1
java,324,1
netcloak,324,4
participant's browser,324,1
perl,324,1
prior training,324,1
probability estimation,324,1
programming languages,324,1
quality control,324,1
random assignment,324,1
web server,324,1
applying color,1994,1
chromaticity,1994,2
common illumination conditions,1994,1
computational color constancy algorithms,1994,2
constancy,1994,3
correlation,1994,2
correlation method,1994,1
finlayson,1994,3
forsyth,1994,1
gray world methods,1994,1
image chromaticity statistics,1994,1
image data,1994,3
implementations,1994,1
input data statistics,1994,1
neural net algorithm,1994,1
neural net method,1994,1
online,1994,1
performance,1994,4
pixel intensity proved,1994,1
preprocessing strategies,1994,1
real images,1994,1
retinex method,1994,1
scene illuminant,1994,1
synthesized,1994,2
synthesized data,1994,2
association,2107,1
deindividuation,2107,2
dispersed computer users,2107,1
group cohesion,2107,1
group identity,2107,2
group polarization,2107,1
group processes,2107,1
identifiability,2107,2
identifiable,2107,1
perceptions,2107,1
personal,2107,2
personal identifiability,2107,2
research,2107,2
social identity perspective,2107,1
social identity theory,2107,1
social psychological processes,2107,1
underlying,2107,1
uninhibited behavior cited,2107,1
bonds,1958,1
martingale,1958,2
option pricing,1958,2
path integral,1958,2
path integral formalism,1958,1
stocks,1958,1
truncated levy distributions,1958,2
computer programs,2167,1
consultation,2167,1
deciding,2167,1
directive,2167,3
european legislation,2167,1
european national courts,2167,1
finally,2167,1
inventions using software,2167,1
national patent laws relating,2167,1
patent,2167,4
patentable,2167,1
unity,2167,1
autograph,2057,1
dust jacket,2057,1
fair market value,2057,1
fot,2057,1
information,2057,1
patterson study,2057,1
appropriate control groups,333,1
complex,333,1
experiment generators,333,3
experimental psychology,333,1
instructional effectiveness,333,1
instructional method,333,2
internet,333,1
laboratory science,333,1
learning outcomes,333,1
software,333,3
software programs,333,1
teacher,333,2
teaching psychology,333,1
undergraduate training,333,1
correction,1932,1
evenness,1932,1
initial state,1932,1
linear equations,1932,1
mn locks,1932,1
modulo,1932,1
residue class,1932,1
safe,1932,3
safe problem,1932,2
borders,370,2
business activities,370,1
citizens,370,1
consumer interests,370,1
control,370,1
enforcing commercial laws,370,1
high,370,1
home,370,1
internet,370,3
internet activity,370,1
internet treaties,370,1
legal,370,1
libel,370,1
local jurisdictions,370,1
national governments,370,1
online activities,370,1
protecting,370,2
public order,370,1
real laws,370,1
resources,370,1
service providers,370,1
sites,370,2
treaties,370,2
virtual borders,370,1
boost converter,379,1
converter,379,3
error signal,379,1
experimental data,379,1
experimental results,379,1
feedforward loop,379,2
feedforward maximum power,379,2
feedforward maximum power point tracking,379,1
fuzzy controller,379,2
fuzzy feedforward peak power tracking effectiveness,379,1
instantaneous array voltage,379,1
interleaved boost,379,1
mp point,379,2
neural network,379,2
proportional plus integral,379,1
pv applications,379,1
pv systems,379,1
reference voltage,379,2
sca,379,1
simulation,379,1
solar cell array,379,1
solar insolation,379,1
suitability,379,1
tracking,379,4
tracking algorithm,379,1
voltage corresponding,379,1
accuracy,392,1
arterial blood pressure fluctuations,392,1
arterial pressure fluctuations,392,1
blood,392,8
blood flow wavelet coefficients fall,392,1
complex dynamics,392,1
disjoint sets,392,1
flow recordings,392,1
frequency intervals,392,1
frequency ranges,392,2
hypertensive,392,8
hypertensive blood flow data,392,1
hypertensive condition,392,1
hypertensive rats,392,3
hypertensive recordings,392,1
kidney level,392,1
multiresolution wavelet transform,392,1
myogenic,392,4
normotensive,392,7
normotensive rats,392,1
order,392,1
pressure/flow data,392,1
rats,392,5
renal autoregulation,392,2
renal autoregulatory mechanisms,392,1
renal blood flow,392,2
renyi entropy,392,3
scale ranges corresponding,392,1
scales,392,1
spontaneous,392,3
spontaneous oscillations obtained,392,1
tgf,392,4
tgf frequency ranges,392,1
tgf mechanisms,392,2
tubuloglomerular feedback,392,1
whole,392,3
widths,392,1
wistar,392,1
anonymous signers,355,1
organization,355,1
verifier,355,1
bezout matrix identities was,2127,1
constructive system embedding,2127,1
descriptive examples,2127,1
euclidean algorithm,2127,1
generalizations,2127,1
polynomial equations,2127,2
solution depends,2127,1
substitutions,2127,1
system embedding,2127,2
culture,2148,1
document,2148,1
information security controls,2148,1
information security policy,2148,5
information security standards,2148,2
international information security standards say,2148,1
organisation,2148,1
standards,2148,3
aforementioned problem,319,1
conducting,319,1
degradation test,319,1
experimental cost,319,2
fluorescent lamps,319,1
highly reliable products,319,2
identification rule,319,2
incorrect decision,319,1
inspection frequency,319,1
maximum probability,319,1
minimum probability of correct decision,319,1
optimal settings,319,1
