keyword,doc_id,Frecuencia
time,10_1186_s12967_019_2116_8_page11,1
tree illustrating,10_1186_s12967_019_2116_8_page11,1
respiratory,10_1186_s12967_019_2116_8_page13,3
casualty rate,10_1186_s12967_019_2116_8_page2,1
system,10_1186_s12967_019_2116_8_page2,1
indicated,10_1186_s12967_019_2116_8_page3-2,1
bonds,10_1186_s12967_019_2116_8_page3,1
genomic,10_1186_s12967_019_2116_8_page3,3
alignment total time taken,10_1186_s12967_019_2116_8_page4-2,1
tionally,10_1186_s12967_019_2116_8_page4-2,1
exposed surface physiochemical properties,10_1186_s12967_019_2116_8_page6-2,1
thr,10_1186_s12967_019_2116_8_page7,4
genomes,10_1186_s12967_019_2116_8_page9-2,1
computer,10_1186_s12967_019_2116_8_page9,1
according,10_1186_s13054_020_2786_x_page1,1
care response,10_1186_s13054_020_2786_x_page1,3
existing chronic comorbidities,10_1186_s13054_020_2786_x_page1,1
high risk,10_1186_s13054_020_2786_x_page1,1
symptoms largely overlap,10_1186_s13054_020_2786_x_page1,1
standardizing pneumonia,10_1186_s13054_020_2786_x_page2-2,1
transmission,10_1186_s40249_020_00640_3_page2,6
goodness,10_1186_s40249_020_00640_3_page3,1
susceptible,10_1186_s40249_020_00640_3_page3,3
infectious,10_1186_s40249_020_00640_3_page4-2,4
previous,10_1186_s40249_020_00640_3_page4,2
average value,10_1186_s40249_020_00640_3_page6-2,1
new coronavirus,10_1186_s40249_020_00640_3_page7-2,1
shorten,10_1186_s40249_020_00640_3_page7,1
feasible,10_1186_s40779_020_0233_6_page11,1
days,10_1186_s40779_020_0233_6_page12,2
positive end,10_1186_s40779_020_0233_6_page13,2
researches,10_1186_s40779_020_0233_6_page14-2,1
dairy products,10_1186_s40779_020_0233_6_page14,1
leaf,10_1186_s40779_020_0233_6_page15,4
take great effort,10_1186_s40779_020_0233_6_page15,1
recommended nut 10 g,10_1186_s40779_020_0233_6_page16,1
oxygen therapy,10_1186_s40779_020_0233_6_page17,2
tracheal intubation,10_1186_s40779_020_0233_6_page17,3
circulation,10_1186_s40779_020_0233_6_page18-2,1
mark,10_1186_s40779_020_0233_6_page19,2
move,10_1186_s40779_020_0233_6_page19,2
diagnosis,10_1186_s40779_020_0233_6_page2,1
search available,10_1186_s40779_020_0233_6_page2,1
publication https,10_1186_s40779_020_0233_6_page22-2,1
al,10_1186_s40779_020_0233_6_page23,30
gov,10_1186_s40779_020_0233_6_page23,1
day,10_1186_s40779_020_0233_6_page3-2,1
pneumonia,10_1186_s40779_020_0233_6_page3,1
mutations,10_1186_s40779_020_0233_6_page4-2,2
without reservation observational,10_1186_s40779_020_0233_6_page4,1
also,10_1186_s40779_020_0233_6_page5,1
posed without effective,10_1186_s40779_020_0233_6_page5,1
providing direct,10_1186_s40779_020_0233_6_page5,1
alternative strategy,10_1186_s40779_020_0233_6_page6,1
appropriate,10_1186_s40779_020_0233_6_page6,1
fine,10_1186_s40779_020_0233_6_page7-2,1
direct,10_1186_s40779_020_0233_6_page7,1
shared areas,10_1186_s40779_020_0233_6_page7,1
subpleural,10_1186_s40779_020_0233_6_page8,2
permits unrestricted use,10_1186_s41256_020_00135_6_page1-2,1
different severity,10_1186_s41256_020_00135_6_page2-2,1
many cases,10_1186_s41256_020_00135_6_page2-2,1
treated,10_1186_s41256_020_00135_6_page2-2,2
days,10_1186_s41256_020_00137_4_page1,3
epidemic covered,10_1186_s41256_020_00137_4_page1,1
providing early mes,10_1186_s41256_020_00137_4_page2-2,1
central,10_1186_s41256_020_00137_4_page2,1
pandemic,10_1186_s41256_020_00137_4_page2,1
sterilize take without,10_1186_s41256_020_00137_4_page2,1
cases,10_1186_s41256_020_00137_4_page3,9
presents,10_1186_s41256_020_00137_4_page6,1
evidence,10_1186_s41256_020_00137_4_page7,4
infected,10_1186_s41256_020_00137_4_page8,1
politics,10_1186_s41256_020_00137_4_page9,1
enterocytetropic,10_3389_fmicb_2019_03036_page1,1
novel,10_3389_fmicb_2019_03036_page1,3
virus,10_3389_fmicb_2019_03036_page1,6
quantification,10_3389_fmicb_2019_03036_page10-2,1
infection coronaviruses,10_3389_fmicb_2019_03036_page2,1
two overlapping,10_3389_fmicb_2019_03036_page2,1
infected,10_3389_fmicb_2019_03036_page4,3
network involving,10_3389_fmicb_2019_03036_page6,1
including,10_3389_fmicb_2020_00298_page10,5
based subunit vaccines,10_3389_fmicb_2020_00298_page13-2,1
based,10_3389_fmicb_2020_00298_page13,5
infection rapidly,10_3389_fmicb_2020_00298_page14,1
two,10_3389_fmicb_2020_00298_page14,2
du,10_3389_fmicb_2020_00298_page15-3,1
20645 enhancement,10_3389_fmicb_2020_00298_page16-2,1
people,10_3389_fmicb_2020_00298_page2-2,2
coronavirus,10_3389_fmicb_2020_00298_page2,8
regions,10_3389_fmicb_2020_00298_page4-2,2
effective,10_3389_fmicb_2020_00298_page6,2
shown,10_3389_fmicb_2020_00298_page7-2,1
one,http___dx_doi_org_10_1017_ice_2018_61_page1-2,1
emergency department understand,http___dx_doi_org_10_1017_ice_2018_61_page1,1
risk patterns,http___dx_doi_org_10_1017_ice_2018_61_page1,1
000 incubation,http___dx_doi_org_10_1017_ice_2018_61_page2,1
infection following,http___dx_doi_org_10_1017_ice_2018_61_page2,1
1 week,http___dx_doi_org_10_1017_ice_2018_61_page4,1
areas,http___dx_doi_org_10_1017_ice_2018_61_page5,3
include mandatory,http___dx_doi_org_10_1017_ice_2018_61_page5,1
whereas measures oriented,http___dx_doi_org_10_1017_ice_2018_61_page5,1
argue,http___dx_doi_org_10_1017_mdh_2017_6_page1,2
use,http___dx_doi_org_10_1017_mdh_2017_6_page1,2
deployment,http___dx_doi_org_10_1017_mdh_2017_6_page10,1
zone,http___dx_doi_org_10_1017_mdh_2017_6_page10,2
flow,http___dx_doi_org_10_1017_mdh_2017_6_page11,2
helped,http___dx_doi_org_10_1017_mdh_2017_6_page11,1
became clear,http___dx_doi_org_10_1017_mdh_2017_6_page12,1
public health,http___dx_doi_org_10_1017_mdh_2017_6_page12,2
whether,http___dx_doi_org_10_1017_mdh_2017_6_page12,3
mutations,http___dx_doi_org_10_1017_mdh_2017_6_page14,1
policy,http___dx_doi_org_10_1017_mdh_2017_6_page14,1
affected,http___dx_doi_org_10_1017_mdh_2017_6_page15,1
biomedical,http___dx_doi_org_10_1017_mdh_2017_6_page16,1
different clinical,http___dx_doi_org_10_1017_mdh_2017_6_page17,1
parts,http___dx_doi_org_10_1017_mdh_2017_6_page17,2
positive,http___dx_doi_org_10_1017_mdh_2017_6_page18,1
monitor,http___dx_doi_org_10_1017_mdh_2017_6_page19,2
policy,http___dx_doi_org_10_1017_mdh_2017_6_page19,1
trained,http___dx_doi_org_10_1017_mdh_2017_6_page19,2
determine,http___dx_doi_org_10_1017_mdh_2017_6_page2,1
pheic,http___dx_doi_org_10_1017_mdh_2017_6_page2,4
also completely,http___dx_doi_org_10_1017_mdh_2017_6_page20,1
patients lying,http___dx_doi_org_10_1017_mdh_2017_6_page21,1
womans,http___dx_doi_org_10_1017_mdh_2017_6_page21,1
op,http___dx_doi_org_10_1017_mdh_2017_6_page22-2,3
hygiene controls,http___dx_doi_org_10_1017_mdh_2017_6_page22,1
widespread,http___dx_doi_org_10_1017_mdh_2017_6_page22,1
et,http___dx_doi_org_10_1017_mdh_2017_6_page23-2,2
virus slipped,http___dx_doi_org_10_1017_mdh_2017_6_page24,1
decisions,http___dx_doi_org_10_1017_mdh_2017_6_page3,1
relatively,http___dx_doi_org_10_1017_mdh_2017_6_page4,1
also helps explain,http___dx_doi_org_10_1017_mdh_2017_6_page5,1
knowledge,http___dx_doi_org_10_1017_mdh_2017_6_page5,1
place,http___dx_doi_org_10_1017_mdh_2017_6_page5,1
epidemic amplification,http___dx_doi_org_10_1017_mdh_2017_6_page6,1
equatorial countries,http___dx_doi_org_10_1017_mdh_2017_6_page7-2,1
framing,http___dx_doi_org_10_1017_mdh_2017_6_page7,1
influential report,http___dx_doi_org_10_1017_mdh_2017_6_page7,1
making,http___dx_doi_org_10_1017_mdh_2017_6_page7,1
attacks,http___dx_doi_org_10_1017_mdh_2017_6_page8,1
infrastructure,http___dx_doi_org_10_1017_mdh_2017_6_page9,1
last 5 years,http___dx_doi_org_10_1017_S0950268811002214_page1,1
vaccination,http___dx_doi_org_10_1017_S0950268811002214_page1,11
internal design,http___dx_doi_org_10_1017_S0950268811002214_page2,1
table,http___dx_doi_org_10_1017_S0950268811002214_page3,1
score,http___dx_doi_org_10_1017_S0950268811002214_page4-2,5
statistically,http___dx_doi_org_10_1017_S0950268811002214_page4,2
vaccinated respondents,http___dx_doi_org_10_1017_S0950268811002214_page4,2
case,http___dx_doi_org_10_1017_S0950268811002214_page7,1
de,http___dx_doi_org_10_1017_S0950268811002214_page7,11
need,http___dx_doi_org_10_1017_S0950268811002214_page7,5
variance,http___dx_doi_org_10_1017_S0950268811002214_page7,1
wish,http___dx_doi_org_10_1017_S0950268811002214_page7,1
among health,http___dx_doi_org_10_1017_S0950268811002214_page8,2
compound existing,http___dx_doi_org_10_1017_S0950268812001653_page1,1
warming,http___dx_doi_org_10_1017_S0950268812001653_page1,1
https,http___dx_doi_org_10_1017_S0950268812001653_page10,3
disease given,http___dx_doi_org_10_1017_S0950268812001653_page12-2,1
publications described,http___dx_doi_org_10_1017_S0950268812001653_page12,1
substantially higher mean,http___dx_doi_org_10_1017_S0950268812001653_page12,1
countries increases,http___dx_doi_org_10_1017_S0950268812001653_page13-2,1
treatment,http___dx_doi_org_10_1017_S0950268812001653_page13,1
adapt,http___dx_doi_org_10_1017_S0950268812001653_page14-2,2
illness,http___dx_doi_org_10_1017_S0950268812001653_page14,1
policy change,http___dx_doi_org_10_1017_S0950268812001653_page16,1
reduced,http___dx_doi_org_10_1017_S0950268812001653_page2,1
searched,http___dx_doi_org_10_1017_S0950268812001653_page2,3
rainfall,http___dx_doi_org_10_1017_S0950268812001653_page3,2
ed,http___dx_doi_org_10_1017_S0950268812001653_page4-2,12
epidemic,http___dx_doi_org_10_1017_S0950268812001653_page4,2
extracted regardless,http___dx_doi_org_10_1017_S0950268812001653_page4,1
signify strong causality,http___dx_doi_org_10_1017_S0950268812001653_page4,1
database searching,http___dx_doi_org_10_1017_S0950268812001653_page5,1
increased,http___dx_doi_org_10_1017_S0950268812001653_page5,1
spp,http___dx_doi_org_10_1017_S0950268812001653_page6,12
f f,http___dx_doi_org_10_1017_S0950268812001653_page9,1
early stages,http___dx_doi_org_10_1017_S0950268813002550_page1,3
pandemic,http___dx_doi_org_10_1017_S0950268813002550_page1,9
early,http___dx_doi_org_10_1017_S0950268813002550_page2,2
daily,http___dx_doi_org_10_1017_S0950268813002550_page3-2,2
pandemic,http___dx_doi_org_10_1017_S0950268813002550_page3-2,1
ponential growth rate,http___dx_doi_org_10_1017_S0950268813002550_page3,2
reproduction number,http___dx_doi_org_10_1017_S0950268813002550_page3,3
frame,http___dx_doi_org_10_1017_S0950268813002550_page5,1
rate increase,http___dx_doi_org_10_1017_S0950268813002550_page5,1
squared,http___dx_doi_org_10_1017_S0950268813002550_page5,1
agents,http___dx_doi_org_10_1017_S0950268813002550_page8-2,1
city level,http___dx_doi_org_10_1017_S0950268813002550_page8-2,1
distribution,http___dx_doi_org_10_1017_S0950268813002550_page8-2,1
early stage,http___dx_doi_org_10_1017_S0950268813002550_page8-2,2
laboratory resources,http___dx_doi_org_10_1017_S0950268813002550_page8,1
situation data,http___dx_doi_org_10_1017_S0950268813002550_page8,1
prospectively quanti,http___dx_doi_org_10_1017_S095026881300304X_page1,1
describe,http___dx_doi_org_10_1017_S095026881300304X_page2-2,2
transmission,http___dx_doi_org_10_1017_S095026881300304X_page2-2,1
nebulizer medications,http___dx_doi_org_10_1017_S095026881300304X_page2,1
variable de,http___dx_doi_org_10_1017_S095026881300304X_page3,1
ci,http___dx_doi_org_10_1017_S095026881300304X_page6,4
ned,http___dx_doi_org_10_1017_S095026881300304X_page6,1
aerosols generated,http___dx_doi_org_10_1017_S095026881300304X_page7,1
geographical variation,http___dx_doi_org_10_1017_S0950268814000946_page1,1
quickly,http___dx_doi_org_10_1017_S0950268814000946_page1,1
spatial modelling,http___dx_doi_org_10_1017_S0950268814000946_page1,1
expected,http___dx_doi_org_10_1017_S0950268814000946_page10-2,1
residing,http___dx_doi_org_10_1017_S0950268814000946_page10-2,1
techniques tested may,http___dx_doi_org_10_1017_S0950268814000946_page10-2,1
spatial information,http___dx_doi_org_10_1017_S0950268814000946_page10,2
identify spatial,http___dx_doi_org_10_1017_S0950268814000946_page11-2,1
operational,http___dx_doi_org_10_1017_S0950268814000946_page11-2,1
research,http___dx_doi_org_10_1017_S0950268814000946_page11,1
health facility attendees addresses,http___dx_doi_org_10_1017_S0950268814000946_page2-2,1
reported,http___dx_doi_org_10_1017_S0950268814000946_page2-2,1
attendees,http___dx_doi_org_10_1017_S0950268814000946_page2,2
spatial patterns,http___dx_doi_org_10_1017_S0950268814000946_page2,1
name ducing,http___dx_doi_org_10_1017_S0950268814000946_page3,1
solid lines,http___dx_doi_org_10_1017_S0950268814000946_page3,1
edge effect,http___dx_doi_org_10_1017_S0950268814000946_page4,1
area,http___dx_doi_org_10_1017_S0950268814000946_page5-2,2
com,http___dx_doi_org_10_1017_S0950268814000946_page5,6
study participants,http___dx_doi_org_10_1017_S0950268814000946_page5,1
whose,http___dx_doi_org_10_1017_S0950268814000946_page5,1
distance catchment,http___dx_doi_org_10_1017_S0950268814000946_page7-2,1
able,http___dx_doi_org_10_1017_S0950268814000946_page7,5
grandfather vs,http___dx_doi_org_10_1017_S0950268814000946_page7,1
matched compound,http___dx_doi_org_10_1017_S0950268814000946_page7,1
urban,http___dx_doi_org_10_1017_S0950268814000946_page9,2
gene,http___dx_doi_org_10_1017_S0950268814001393_page1,1
assistants,http___dx_doi_org_10_1017_S0950268814001393_page2-2,1
virus shedding,http___dx_doi_org_10_1017_S0950268814001393_page2,1
yr 44,http___dx_doi_org_10_1017_S0950268814001393_page3,1
distinct,http___dx_doi_org_10_1017_S0950268814001393_page4,1
midpoint,http___dx_doi_org_10_1017_S0950268814001393_page4,4
individuals,http___dx_doi_org_10_1017_S0950268814001393_page5,2
others,http___dx_doi_org_10_1017_S0950268814001393_page5,1
yr,http___dx_doi_org_10_1017_S0950268814001393_page5,17
children 0,http___dx_doi_org_10_1017_S0950268814001393_page7,1
infection,http___dx_doi_org_10_1017_S0950268814001393_page8,14
shedding,http___dx_doi_org_10_1017_S0950268814001393_page8,8
type,http___dx_doi_org_10_1017_S0950268814001393_page9,1
death among,http___dx_doi_org_10_1017_S0950268814002076_page1,1
improved,http___dx_doi_org_10_1017_S0950268814002076_page1,1
345 years,http___dx_doi_org_10_1017_S0950268814002076_page2,1
others,http___dx_doi_org_10_1017_S0950268814002076_page2,1
results,http___dx_doi_org_10_1017_S0950268814002076_page2,3
fatal,http___dx_doi_org_10_1017_S0950268814002076_page3-2,2
admission criteria,http___dx_doi_org_10_1017_S0950268814002076_page4,1
integrated cluster,http___dx_doi_org_10_1017_S0950268814002635_page1,1
converted,http___dx_doi_org_10_1017_S0950268814002635_page2,1
case,http___dx_doi_org_10_1017_S0950268814002635_page3,9
due,http___dx_doi_org_10_1017_S0950268814002635_page4,4
ed,http___dx_doi_org_10_1017_S0950268814002635_page4,45
patients,http___dx_doi_org_10_1017_S0950268814002635_page5-2,3
blood samples tested,http___dx_doi_org_10_1017_S0950268814002635_page5,1
cases,http___dx_doi_org_10_1017_S0950268814002635_page5,25
clusters,http___dx_doi_org_10_1017_S0950268814002635_page5,23
patient,http___dx_doi_org_10_1017_S0950268814002635_page5,3
84 non,http___dx_doi_org_10_1017_S0950268814002635_page6,1
clusters,http___dx_doi_org_10_1017_S0950268814002635_page6,19
investigation,http___dx_doi_org_10_1017_S0950268814002635_page6,4
cost,http___dx_doi_org_10_1017_S0950268814002635_page8,1
patients,http___dx_doi_org_10_1017_S0950268814002635_page8,2
date palm,http___dx_doi_org_10_1017_S0950268814002635_page9,2
relative,http___dx_doi_org_10_1017_S0950268816002181_page1,1
examine,http___dx_doi_org_10_1017_S0950268816002181_page2-2,1
1 tory,http___dx_doi_org_10_1017_S0950268816002181_page2,1
also show,http___dx_doi_org_10_1017_S0950268816002181_page5-2,1
infections compared,http___dx_doi_org_10_1017_S0950268816002181_page5-2,1
also,http___dx_doi_org_10_1017_S0950268816002181_page6-2,1
uenza,http___dx_doi_org_10_1017_S0950268816002181_page6-2,4
infection,http___dx_doi_org_10_1017_S0950268816002181_page6,10
respiratory,http___dx_doi_org_10_1017_S0950268816002181_page6,6
testing,http___dx_doi_org_10_1017_S0950268816002181_page6,2
al,http___dx_doi_org_10_1017_S0950268816002181_page7,57
global attention,http___dx_doi_org_10_1017_S0950268818002728_page1-2,1
notable,http___dx_doi_org_10_1017_S0950268818002728_page1-2,1
public health,http___dx_doi_org_10_1017_S0950268818002728_page1,1
series,http___dx_doi_org_10_1017_S0950268818002728_page1,1
invented,http___dx_doi_org_10_1017_S0950268818002728_page10,1
pseudoparticle virus,http___dx_doi_org_10_1017_S0950268818002728_page10,1
respiratory syndrome,http___dx_doi_org_10_1017_S0950268818002728_page10,7
surveillance,http___dx_doi_org_10_1017_S0950268818002728_page10,1
epidemic,http___dx_doi_org_10_1017_S0950268818002728_page2-2,9
test,http___dx_doi_org_10_1017_S0950268818002728_page2-2,1
data,http___dx_doi_org_10_1017_S0950268818002728_page2,3
spring,http___dx_doi_org_10_1017_S0950268818002728_page2,3
health disciplines,http___dx_doi_org_10_1017_S0950268818002728_page3-2,1
reproductive numbers,http___dx_doi_org_10_1017_S0950268818002728_page3,2
reporting date,http___dx_doi_org_10_1017_S0950268818002728_page4-2,1
significant difference,http___dx_doi_org_10_1017_S0950268818002728_page4-2,1
occurring,http___dx_doi_org_10_1017_S0950268818002728_page8,1
seasonal,http___dx_doi_org_10_1017_S0950268818002728_page8,3
international spread,http___dx_doi_org_10_1017_S0950268818002728_page9-2,1
inherit limitations,http___dx_doi_org_10_1017_S0950268818002728_page9,1
four studies,http___dx_doi_org_10_1017_S0950268818002832_page1-2,1
interest,http___dx_doi_org_10_1017_S0950268818002832_page1-2,1
tt,http___dx_doi_org_10_1017_S0950268818002832_page2-2,6
respiratory symp,http___dx_doi_org_10_1017_S0950268818002832_page6,1
subgroup analysis,http___dx_doi_org_10_1017_S0950268818002832_page6,1
guide disease,http___dx_doi_org_10_1017_S0950268818002881_page1-2,1
acute,http___dx_doi_org_10_1017_S0950268818002881_page1,2
disease,http___dx_doi_org_10_1017_S0950268818002881_page1,4
thought,http___dx_doi_org_10_1017_S0950268818002881_page1,2
population level,http___dx_doi_org_10_1017_S0950268818002881_page2-2,1
using spatial information,http___dx_doi_org_10_1017_S0950268818002881_page2-2,1
aimed,http___dx_doi_org_10_1017_S0950268818002881_page2,1
gaps may,http___dx_doi_org_10_1017_S0950268818002881_page2,1
limitations,http___dx_doi_org_10_1017_S0950268818002881_page2,1
models,http___dx_doi_org_10_1017_S0950268818002881_page2,3
predicting virus lineage exchange among,http___dx_doi_org_10_1017_S0950268818002881_page2,1
spread,http___dx_doi_org_10_1017_S0950268818002881_page2,6
therefore,http___dx_doi_org_10_1017_S0950268818002881_page2,1
better predict,http___dx_doi_org_10_1017_S0950268818002881_page3,1
contact,http___dx_doi_org_10_1017_S0950268818002881_page3,1
outbreak data,http___dx_doi_org_10_1017_S0950268818002881_page3,1
timing,http___dx_doi_org_10_1017_S0950268818002881_page3,1
incomplete outbreak,http___dx_doi_org_10_1017_S0950268818002881_page4-2,1
limiting importations,http___dx_doi_org_10_1017_S0950268818002881_page4-2,1
recurring introductions,http___dx_doi_org_10_1017_S0950268818002881_page4-2,1
complement,http___dx_doi_org_10_1017_S0950268818002881_page4,1
population,http___dx_doi_org_10_1017_S0950268818002881_page5,1
epidemic dynamics,http___dx_doi_org_10_1017_S0950268818002881_page6-2,1
observational study,http___dx_doi_org_10_1017_S0950268818002881_page6-2,1
transmission 53,http___dx_doi_org_10_1017_S0950268818002881_page6-2,1
outbreak among blood,http___dx_doi_org_10_1017_S0950268818002881_page6,1
beta genera,http___dx_doi_org_10_1017_S0950268818002923_page1-2,1
predominantly,http___dx_doi_org_10_1017_S0950268818002923_page2-2,1
pared,http___dx_doi_org_10_1017_S0950268818002923_page3,1
strongly,http___dx_doi_org_10_1017_S0950268818002923_page4-2,1
respiratory 2009 pandemic,http___dx_doi_org_10_1017_S0950268818002923_page5-2,1
course,http___dx_doi_org_10_1017_S0950268818002923_page5,1
bat,http___dx_doi_org_10_1017_S0950268818003229_page1,17
findings downtown,http___dx_doi_org_10_1017_S0950268818003229_page11-2,1
population lives,http___dx_doi_org_10_1017_S0950268818003229_page11,1
species,http___dx_doi_org_10_1017_S0950268818003229_page11,8
collected,http___dx_doi_org_10_1017_S0950268818003229_page16,1
rabies passive,http___dx_doi_org_10_1017_S0950268818003229_page16,1
allowed locating staff goes immediately,http___dx_doi_org_10_1017_S0950268818003229_page2-2,1
two,http___dx_doi_org_10_1017_S0950268818003229_page2-2,2
feeding studies describing,http___dx_doi_org_10_1017_S0950268818003229_page2-3,1
5 km,http___dx_doi_org_10_1017_S0950268818003229_page2,1
cities,http___dx_doi_org_10_1017_S0950268818003229_page2,1
scenario,http___dx_doi_org_10_1017_S0950268818003229_page2,1
bat specimens,http___dx_doi_org_10_1017_S0950268818003229_page3,4
soricina,http___dx_doi_org_10_1017_S0950268818003229_page3,2
children,http___dx_doi_org_10_1017_S0950268818003424_page1-2,1
line,http___dx_doi_org_10_1017_S0950268818003424_page2-2,1
respiratory,http___dx_doi_org_10_1017_S0950268818003424_page2,6
acute respiratory,http___dx_doi_org_10_1017_S0950268818003424_page4-2,1
disrupting local,http___dx_doi_org_10_1017_S0950268818003424_page4-2,1
timed,http___dx_doi_org_10_1017_S0950268818003424_page4-2,1
five potential,http___dx_doi_org_10_1017_S0950268818003424_page4,1
